age,income,purchase_amount,satisfaction_score
32,47950,17460,6
35,16625,7427,6
31,18738,6942,6
27,27244,8887,7
25,7794,2369,6
27,48931,14980,6
33,20073,6809,5
28,8652,2722,4
31,24424,10072,7
36,39784,16753,5
33,38227,12804,5
36,20661,6197,5
22,35589,13758,6
29,5056,1641,5
30,6110,2240,6
33,49347,17946,4
25,24103,8524,7
34,30524,9985,5
31,18840,6823,3
31,32779,12052,4
32,24183,8457,6
29,33389,11264,5
34,43196,15752,5
33,30175,11667,5
29,32442,7351,6
35,34891,12188,4
31,22308,7235,5
33,16688,4567,4
27,47873,14824,6
37,26437,9670,7
30,17444,4483,5
34,14312,5952,3
30,33141,10278,5
29,29671,11311,6
34,7548,2588,4
23,22385,7865,6
32,38169,12296,6
32,10599,3922,6
18,29550,8125,4
32,45738,12796,5
20,16716,5415,5
33,43640,14618,4
28,44014,16243,6
27,17451,6211,5
30,34104,8540,5
36,43837,15300,5
27,15900,6016,4
32,22452,7483,5
32,24449,8207,7
25,17133,5986,6
22,17334,5707,6
21,48128,17114,5
32,6537,1949,4
30,7198,2773,4
38,15502,5398,6
33,48122,14854,3
34,12434,4649,3
36,12105,4557,4
28,43230,15337,6
32,16814,6206,5
34,34076,12139,7
36,48738,19614,5
33,7436,2641,5
32,15187,5476,5
26,33265,13189,5
33,16395,6922,6
32,17349,6551,5
33,42024,16671,5
32,44899,13512,5
29,16370,4851,4
30,49361,20592,6
33,14399,3095,9
31,9254,3207,5
26,42477,11631,7
29,47513,18995,5
24,8816,3720,5
26,19336,6321,5
29,48232,18163,6
22,18105,6658,5
22,16979,5334,4
35,8214,2361,5
27,8053,3325,6
22,30547,7789,5
29,17108,2918,6
36,25750,10023,5
33,10930,4455,5
32,32648,12240,5
35,23146,7642,4
27,49917,16744,5
33,14602,4063,5
27,45456,13240,2
30,36878,14770,4
40,12238,3608,4
34,22185,7247,5
33,27016,9713,7
25,29741,9453,5
26,44511,17967,5
40,21208,7158,5
25,10051,4124,4
31,27036,10435,6
34,27882,9618,5
35,6341,2405,5
35,45205,14473,6
29,18326,7003,4
26,44304,17702,4
29,39241,15410,5
26,7214,2383,6
33,28781,7068,4
35,41172,16483,6
40,35565,12209,5
32,38714,14367,3
26,42313,13340,6
35,5099,2165,6
34,7147,2378,6
29,10681,4254,6
23,17414,5671,3
33,42733,15028,5
35,29335,9748,4
29,9513,3473,7
32,23173,8511,5
29,14346,6694,4
33,9974,3528,6
29,36932,11356,3
28,40170,11250,6
30,26643,10435,3
29,7450,2926,3
27,17210,5034,5
29,10158,3736,5
30,41568,18551,5
31,41540,14830,4
37,32489,7905,4
24,13964,5157,6
29,43312,15732,6
33,30812,9314,5
38,31632,10589,4
32,43772,10987,5
30,19271,8108,5
29,29992,10491,7
32,28068,8362,5
34,34190,9611,5
29,40753,14673,5
31,44142,15073,4
31,11868,4358,5
33,35508,13780,4
35,33930,13637,7
31,37722,10935,6
30,20941,6660,5
36,39250,15390,8
31,33756,12622,5
37,11455,4221,4
30,25360,5643,3
33,20812,8870,5
23,47717,15260,5
29,16025,4708,5
30,5941,1623,5
27,10531,3939,5
25,26239,8618,5
34,22213,7044,3
34,27438,6634,5
24,7678,2769,5
32,28485,11019,5
25,9047,3351,4
25,40812,14779,4
32,38560,10844,5
27,48953,11404,5
34,40790,11879,5
30,12117,4479,4
32,36123,15064,4
28,7317,2238,4
25,30029,11426,5
34,17025,6320,5
31,44986,16268,7
29,18084,4852,4
30,17817,5955,5
36,31125,8561,6
27,30992,7665,4
27,35555,10489,5
27,45468,16134,6
23,12762,4066,4
34,43202,13272,5
31,29046,11975,4
31,31793,12339,7
30,6885,2713,4
28,7330,2010,2
26,38185,13747,5
34,43962,17779,4
24,20701,7416,5
32,11659,3930,5
26,47783,15636,5
31,29561,10986,3
27,41666,14240,6
28,39310,17958,5
38,16375,6413,4
33,6321,2581,5
20,8107,3098,5
31,17202,6244,5
28,31844,10747,3
25,49955,18324,5
31,21028,7986,5
31,14625,5914,6
29,17640,7723,4
39,23120,7229,6
20,23202,8784,3
34,38397,13522,5
29,33887,13913,5
33,9846,4100,3
28,6167,1766,5
27,23582,7071,4
22,41929,12299,6
29,31612,8095,5
41,21311,6758,3
34,6536,2982,5
37,20630,8114,4
34,21712,5751,6
35,9776,3438,3
34,30962,11054,5
32,18537,7519,5
27,29935,10310,4
28,27466,9574,6
23,31740,11027,5
30,46917,15401,4
34,26745,9396,6
35,46751,15509,5
30,16392,5848,5
28,35574,13971,4
45,8021,3111,5
33,25520,9705,4
36,47121,17807,4
28,25293,10427,4
30,44344,16960,6
32,22421,7069,5
37,19436,8968,5
29,14787,5216,5
34,22930,8758,6
21,38886,12698,5
28,25855,8720,3
24,21757,8819,5
35,49271,14348,4
29,25179,7534,4
28,7628,2149,5
36,20954,6307,6
35,29494,7743,5
26,18920,6458,4
32,14513,5938,5
25,30727,8070,6
28,46292,20614,5
37,5253,1809,5
36,34640,12631,4
35,44127,16143,5
27,45289,15362,5
22,43127,14251,5
25,39545,15260,6
34,29114,7257,5
29,28286,11363,3
20,46389,19466,4
29,14955,6103,4
36,38810,13520,5
33,13675,4995,5
26,22519,7508,4
23,5613,1918,6
26,47582,17968,5
30,29968,9504,5
34,15381,5537,5
21,11488,4110,3
35,40282,15665,4
30,44461,15644,3
33,9680,2917,5
23,47599,15938,5
27,30053,10395,8
28,16862,4877,4
35,35710,14192,5
35,16064,6120,4
32,39057,12739,6
37,41337,12456,5
28,24207,10464,5
35,8659,3221,5
30,7958,2628,4
27,12228,3635,6
34,24498,9907,3
36,28087,10474,5
34,24091,5534,4
28,46335,13147,3
28,16327,6434,6
36,37645,13556,4
32,42464,15809,6
34,11332,3979,4
28,23946,8287,5
36,34598,12198,5
26,11687,4262,5
33,15619,4924,4
26,8090,2714,5
19,23626,9518,4
24,32861,10330,5
31,44937,11409,6
34,12168,3645,7
22,48046,23483,4
24,15622,5393,4
38,41926,15569,7
28,16079,5169,6
32,42362,14527,5
28,17519,6608,5
29,46371,17045,4
30,29620,10115,6
30,41024,13771,5
29,13162,3960,6
28,20396,7914,5
16,40163,13235,6
38,41397,15045,8
38,19088,5682,4
25,25636,7507,4
29,16598,7090,4
36,46466,18440,4
34,23734,7632,6
36,44002,20487,3
25,16075,6653,4
42,16494,5569,6
25,8163,3008,6
33,10405,3283,6
31,7526,2708,6
28,27183,9489,5
28,26097,6449,3
26,16856,6005,5
37,41484,15313,6
30,43473,12527,4
31,30141,9639,4
31,43618,14325,3
28,43248,13809,6
25,43338,17793,3
31,43654,15242,7
21,39399,14750,5
24,15460,5519,6
25,41384,14230,6
25,31411,9886,5
30,35842,13812,3
37,48678,14192,4
23,34932,12878,4
32,12445,2729,5
34,27858,8454,5
26,31012,10124,4
30,13385,5350,5
34,24586,7715,4
29,17148,6423,6
29,31302,10619,6
31,14156,4163,3
30,25477,8595,5
28,32155,13953,7
29,46282,15767,4
38,17434,6214,5
34,33702,12182,6
26,16257,4941,4
24,48826,15911,5
28,42447,16339,3
36,37331,13525,4
31,10959,4244,6
27,13345,4577,6
34,7119,2477,5
29,13196,5710,7
25,8248,3100,6
32,29771,12867,5
37,29872,11848,4
32,49933,19125,6
31,35618,12004,5
27,19106,6623,7
33,30319,9042,5
25,29841,13119,6
23,39035,10164,4
30,37811,15047,5
30,18784,6478,5
41,12697,3893,4
25,35586,10170,7
31,16177,6076,6
34,26573,10724,5
35,28243,9519,4
30,17564,6035,5
27,31412,10464,5
30,32679,10464,5
39,16620,7487,4
32,38001,12632,5
21,49107,18229,5
36,43915,11987,3
32,37521,11613,5
30,28364,10938,5
30,7928,2600,6
29,12496,4297,5
31,18330,7140,6
28,36988,14685,5
31,21455,9701,4
26,28150,11562,5
31,41136,18040,5
35,34860,15000,6
32,5963,2115,5
35,18836,7098,4
25,39680,9828,4
30,38518,15622,6
33,39474,13306,4
25,6174,2600,4
37,39210,15303,6
25,40268,9961,5
31,13494,3965,3
31,49747,16644,5
31,5921,1809,6
29,32118,10643,5
32,48252,13021,5
25,14379,5086,5
24,8839,3367,5
27,49380,19967,5
30,25021,9840,6
36,14025,4563,4
37,23942,8039,5
31,43530,17804,5
32,29721,9067,6
29,33711,14588,6
30,19746,8682,5
24,48882,20159,5
31,20237,6425,4
28,10505,2855,5
31,43098,15439,5
28,20155,5114,4
27,21280,6194,3
29,28700,8494,4
28,35698,11847,5
35,6643,2242,4
31,46954,16461,5
32,34183,10158,5
24,44627,17404,6
37,28143,9877,4
31,47528,13679,7
26,8314,1963,5
31,38596,16307,5
34,9556,2769,4
24,32040,11791,4
38,5490,2047,5
29,48890,21472,7
35,35549,11845,4
30,48054,18974,5
29,23859,9003,4
22,27183,8529,3
25,26765,8569,6
30,29055,11894,6
34,32366,8509,5
22,15678,6294,5
36,14445,6562,5
36,43072,13835,5
25,31576,12477,4
32,6875,2888,4
25,41139,13444,5
29,19253,8405,3
34,29312,8535,5
34,14515,5784,5
26,42746,15248,3
28,31298,11261,5
26,43042,14548,5
32,6839,2776,6
23,21617,6637,5
18,36697,13950,6
37,21958,8383,5
40,41014,13379,4
28,38023,12707,6
33,21266,5201,6
30,10327,3659,4
37,25080,8620,4
32,20508,6431,4
31,20591,6630,5
22,24719,9412,7
35,21449,7282,4
28,39277,13439,5
24,11931,3943,5
29,34943,14053,5
29,38839,14684,5
35,16820,5619,5
25,10425,3933,4
28,5814,1986,5
37,37021,13631,4
36,20394,6716,8
35,19119,5863,4
37,15402,6875,5
31,24900,9509,4
27,31053,12236,6
32,13674,4943,5
35,38117,11749,5
41,30562,9604,5
21,7283,2185,4
31,6872,2178,4
33,14877,5282,5
30,9539,3302,5
23,22546,9498,6
33,7718,2394,3
27,30799,10995,7
32,43074,10726,6
34,45999,16781,6
36,15154,5437,5
23,12873,5399,5
35,46473,14084,5
27,15371,6196,5
24,29193,10275,6
36,16912,7013,5
35,35744,12682,6
29,7682,2937,5
33,12340,4153,3
26,27964,10154,4
29,36402,13150,6
30,31399,11723,5
29,19605,6446,4
33,48477,16494,4
37,30146,10176,6
28,29813,10530,4
30,30662,10216,5
37,31383,10099,4
29,43572,11841,3
18,25349,9212,5
32,36145,12314,3
26,16630,5093,5
26,28716,10547,5
36,39780,14716,5
41,41214,12540,5
25,9961,2855,4
35,11742,3779,5
30,47731,17807,7
31,13642,4459,6
35,14119,4896,6
31,11287,4126,5
26,9324,2541,3
28,17099,6313,3
33,7448,2488,4
20,15100,5433,8
35,10266,3642,6
23,16098,5435,6
30,20376,8081,4
29,43468,15747,7
36,43872,14128,5
31,37318,13273,4
30,28400,11260,5
33,31650,13797,5
26,38690,17583,8
29,46964,14865,6
35,11221,3572,5
33,20117,7491,6
24,46162,15595,5
33,27288,9137,6
24,37985,16821,4
27,24382,8530,5
35,44139,12450,5
20,32747,9939,4
22,9692,3011,5
36,8524,2550,4
26,36632,14450,5
36,47146,16359,7
29,6565,2472,4
32,7241,2459,5
34,27595,9939,6
27,34449,15200,5
29,21430,7921,3
28,10291,3491,6
43,29026,13021,5
31,19098,8295,3
32,26384,11656,6
28,34687,11614,5
29,48267,16355,5
36,10529,4600,8
28,37835,17905,5
30,22370,6993,4
32,13419,4911,5
28,39923,12668,6
39,47266,19185,4
24,19221,5729,5
39,33621,11635,5
28,11871,5152,6
36,24195,10099,5
21,31218,12418,4
34,25688,9388,4
34,32150,12219,6
24,30110,12179,6
27,10516,4544,7
31,42776,11891,5
35,39574,14390,5
27,19887,7221,5
29,48111,18245,5
37,25572,8594,6
25,19309,6829,4
34,42050,11870,4
32,47162,17536,4
25,22214,8035,5
27,34206,13566,5
34,17057,5230,4
31,36702,12949,5
36,15668,6170,4
27,40607,16580,4
22,42926,15497,5
35,22792,9385,4
27,33255,12765,3
31,37942,11475,5
38,38633,16052,5
29,34277,13792,7
37,21863,8207,4
25,35175,13039,4
34,37834,14169,7
31,20251,7726,4
27,21654,8214,5
24,42370,15856,6
30,35911,10159,6
31,41934,17994,5
31,43328,13313,4
32,16422,6397,6
28,13364,4840,5
28,29086,10869,7
31,20701,7565,7
28,40350,10924,8
35,5064,2024,5
31,29393,7972,5
27,13600,5202,7
22,49832,13482,6
27,34478,13755,5
39,9920,3378,5
27,48212,16644,4
26,8126,2780,4
33,18358,7501,6
32,14746,5083,6
33,49920,13726,6
29,25237,7639,5
35,33374,9770,5
25,13814,5267,4
30,20326,9383,5
27,43834,18085,5
33,41216,14156,5
31,11597,4679,4
35,23340,7916,6
39,26538,9639,5
31,26973,9312,4
28,13899,4270,5
26,34899,11405,3
29,22369,6641,4
30,41049,15361,7
39,14824,4777,5
25,36082,11639,5
25,10057,2955,5
28,42776,13803,6
33,12281,4174,5
34,11221,5175,4
26,30869,13057,8
31,48429,16378,5
30,21651,7131,5
35,17682,6933,6
35,49087,16347,5
29,21600,6319,6
30,5514,1443,6
33,18726,7717,6
23,48611,17366,5
29,12609,4652,6
33,22061,7495,6
28,6028,2233,5
30,16806,4655,4
30,18537,5893,6
27,26414,11155,6
26,28058,8795,4
29,27997,12194,6
28,45462,14022,4
34,20127,7094,6
37,21326,8701,6
30,46328,16968,5
32,28376,10283,4
30,47627,11996,4
33,18704,7266,4
31,11241,4428,6
31,34782,11591,5
35,23681,10202,6
26,29324,11751,6
36,39469,13554,5
32,32541,9875,5
31,7126,2014,5
27,34442,11237,6
29,48825,19554,4
32,18477,6235,4
21,48493,14270,4
27,6378,2436,4
33,9020,2788,6
29,15020,5180,6
26,36688,12250,5
27,47605,13887,3
31,30657,11203,5
23,48461,15493,4
34,25886,8274,5
20,16566,5252,5
28,12614,4816,6
26,32014,13807,6
24,47734,16274,7
25,8143,3767,4
31,26763,8537,5
29,26127,9241,6
29,20617,6341,4
20,13856,3844,5
24,20328,6350,4
29,10034,3416,6
26,39667,10621,7
26,43986,20592,5
35,42966,13293,3
31,47436,17843,6
25,11603,4165,5
28,28085,10630,5
29,34908,11985,6
27,21827,7755,4
26,18956,6684,4
30,6654,2220,4
33,5458,1789,3
31,25483,8241,5
29,9182,3329,5
32,42715,13758,5
34,25589,6384,8
29,31855,9858,5
32,13243,4306,7
25,11168,3798,5
29,29921,11220,4
28,33525,14245,5
31,21770,8031,6
32,7279,2401,4
29,35845,14006,6
27,37297,11937,5
26,24230,8299,5
31,18663,5117,5
36,9271,2514,5
26,23441,9063,5
28,47219,14473,5
31,28322,10162,5
28,27832,10476,5
31,39326,13352,6
30,12859,4838,5
27,48328,23657,4
34,11672,4845,6
34,13564,4641,5
35,18831,6199,5
36,25350,6704,5
28,41611,16848,5
28,17128,5485,5
31,38730,8543,7
33,30927,9764,6
28,41941,15396,6
28,45075,14041,4
27,31114,10313,3
37,45778,17000,8
19,42732,16012,5
29,38980,14064,6
30,22284,7405,5
25,7285,2535,4
32,27817,10902,5
21,20680,7903,6
34,38481,14406,5
23,32409,8919,5
20,37487,12639,5
27,19408,5871,5
31,49007,19491,5
27,5680,2043,4
27,22546,10175,5
31,15658,5286,6
25,9807,2964,6
30,22106,9414,6
32,17152,6257,5
37,30763,8347,4
32,12190,4374,4
38,11858,4655,7
32,5759,2383,4
30,34189,12281,7
20,42626,14230,6
25,33650,13383,4
29,14990,4831,5
33,7733,2201,3
29,20890,5936,5
32,37606,12738,6
25,8924,3078,4
29,17029,7007,5
31,45128,12851,4
28,46570,16111,7
31,15315,5371,3
27,37009,13531,4
32,26250,10267,6
30,20286,7207,2
30,35439,10886,5
21,5935,1561,5
27,46818,16355,5
23,36404,11736,6
23,7639,2909,7
28,14359,4779,5
29,11831,5270,4
31,8901,3936,6
35,21621,6712,4
32,20850,6679,3
35,23599,9137,6
28,39489,14579,3
29,18264,6786,5
35,18238,7749,5
30,17235,7356,5
22,33476,10231,5
26,45326,14999,5
35,48166,14632,5
27,38318,11306,5
31,23187,8443,5
30,44023,13816,6
28,46548,16695,7
28,25021,8780,7
32,44814,15824,4
31,6603,2729,5
36,32000,11110,5
29,45235,14047,4
26,41139,13636,6
31,10749,3557,6
33,28387,9471,6
40,18261,6066,5
28,13550,4721,5
29,30836,11726,6
34,28642,7565,7
36,6677,1809,5
27,30628,9305,6
33,42305,15708,6
27,20129,5646,4
26,8183,2722,5
33,41708,16444,5
30,37276,12316,5
32,28402,8569,7
27,47590,15702,4
38,32549,14210,5
33,21584,7686,4
28,44965,11347,6
33,31601,11815,5
25,16786,6002,6
29,23477,8060,4
36,11042,3024,7
29,46602,15255,3
34,19771,8148,5
29,35019,12089,5
20,31904,11288,5
26,10306,2898,5
31,24658,10359,4
36,45390,20951,5
27,32575,15583,4
31,48040,15161,7
26,7656,2914,6
25,43176,13558,5
27,17697,6874,4
36,17417,5690,7
34,49504,13185,5
33,29682,8982,5
35,7545,2767,6
28,30005,8723,6
33,7001,1602,6
31,28232,10087,6
25,10527,2963,5
26,15255,5201,5
30,27796,9791,4
31,18895,6836,6
29,49681,19428,6
26,10874,2443,5
21,41590,17485,4
32,49363,18175,6
29,31478,11150,7
32,27088,11225,4
23,9042,3555,4
24,26816,7915,4
30,37882,14961,6
24,23777,7191,5
21,28067,9271,5
34,22386,8212,6
34,48942,16723,6
25,30505,11925,6
29,12994,5875,4
25,17287,5962,5
31,18000,5791,6
30,37095,16511,5
26,40974,16738,6
27,14780,2939,5
25,14377,6176,6
32,40334,9010,4
33,8538,2822,4
32,10179,3584,7
26,26816,11568,5
22,29189,10162,7
32,11957,4031,4
29,23091,6464,6
30,21421,6685,4
35,27954,11112,4
26,25119,9907,4
35,6890,2772,4
28,28604,8468,7
27,20366,6190,6
29,20578,7005,5
32,19140,7424,4
29,18064,6870,4
26,40977,16550,4
29,42199,15516,6
19,46601,16409,5
28,49914,17902,2
32,22295,6610,4
29,16110,5978,3
33,35624,12027,5
32,33377,9876,4
33,37129,11178,3
33,35609,13211,6
22,33637,12317,5
30,46896,21757,3
37,22264,6842,6
28,34179,15834,6
32,37989,10982,4
31,45808,19233,5
32,46023,14984,5
29,12384,4936,5
27,18517,4469,6
30,14017,5144,5
31,30129,11092,6
29,14208,4454,5
30,28914,10489,5
32,47581,12965,5
27,26465,9573,4
35,46815,17039,5
40,38492,13962,5
37,10488,4508,5
28,31564,12789,6
22,21137,8484,4
30,30855,10710,5
34,29463,7577,6
33,9236,3405,7
25,17075,5746,6
25,5571,1748,4
31,13307,4442,6
33,12083,4726,4
34,36728,13795,5
34,8838,2582,6
26,10561,3835,5
24,47183,16511,4
21,7396,2687,6
32,8171,2887,4
34,39552,14054,4
32,37139,13516,3
25,30717,8831,5
37,34039,12873,3
28,32431,13562,6
38,17378,7373,7
32,23641,7242,5
35,31794,7922,5
31,23849,9854,4
30,18456,5965,4
25,26959,9905,5
28,5388,2011,5
30,23032,8149,5
31,44567,17762,6
30,27882,9112,5
29,26643,9378,4
31,27506,10308,6
28,36933,13815,4
28,32695,14892,7
23,28418,7558,4
34,43344,15987,5
30,13248,4683,5
30,8407,3377,4
27,23066,6736,4
29,10895,3886,5
25,11083,3731,5
25,8453,3081,5
21,35514,12788,5
34,38319,12195,6
31,32139,12985,4
25,37212,14221,2
35,33500,10998,5
33,30414,10631,7
33,19047,5940,6
29,33592,10935,5
28,33725,12037,5
30,40880,14585,4
32,9838,2800,5
34,11796,4103,3
37,6626,2196,5
28,25584,8041,5
25,45918,17963,6
30,8143,2799,6
44,6736,2073,5
28,29286,7398,3
35,38825,15084,5
29,12757,4552,4
28,23471,9130,6
27,37009,12913,4
29,14979,5856,5
37,6185,2043,4
31,6402,2659,5
32,10803,2907,5
34,19129,7118,5
39,28584,10918,6
33,37449,12981,4
24,5137,2089,6
25,20728,7499,6
23,45790,10944,4
17,24421,10446,6
36,16133,4796,7
28,8680,2785,4
32,46483,16475,5
35,8455,3076,5
28,28420,8579,5
29,17350,5714,3
32,13928,5215,4
31,19749,7009,4
27,35539,13700,5
33,26538,11337,5
32,6196,2313,5
29,7839,2834,5
25,17557,6496,5
33,26845,11083,6
36,39817,14426,4
36,40411,13645,5
34,34451,10726,5
28,28959,11399,3
28,29531,10189,6
27,45098,13738,4
28,5577,2038,5
33,10603,3582,4
31,38126,13904,5
22,30955,9820,4
22,19314,7211,6
30,46120,14826,5
31,46477,18574,5
20,31181,11187,4
26,17456,7587,5
30,11597,4736,5
37,48535,16620,5
21,34764,10360,5
24,47302,16483,5
25,42120,14329,3
31,43949,15929,4
31,34620,12098,4
29,19318,8159,6
23,43817,12753,5
27,10404,3288,6
27,42108,16848,4
29,39178,15203,4
37,42829,16623,5
27,45584,14437,4
30,15096,5781,5
27,44326,19844,6
24,9501,3195,5
33,49361,18267,7
25,40466,14328,5
42,37934,12351,4
30,6096,2239,5
30,23824,8623,7
30,21008,5695,5
38,28180,8040,6
33,35528,12055,6
29,32532,11209,6
25,41039,13170,6
25,18446,6297,5
26,38149,14542,5
35,22755,8475,5
29,24092,9933,5
27,29524,7685,5
34,10367,3932,5
36,44508,14135,7
27,25923,9482,5
28,32395,11764,8
32,43634,16970,6
30,23349,7431,6
32,23073,10114,5
38,27439,9018,6
30,15503,5850,6
29,8265,2820,6
32,36650,13254,4
30,38241,12256,6
33,27190,9083,6
29,35670,13422,3
32,13677,4043,5
23,21799,7686,4
30,34258,14860,4
28,38357,14339,7
25,45220,15135,6
28,24704,10621,5
32,5911,1658,5
30,42371,13540,5
33,17208,8809,7
34,33210,11022,4
34,36536,10791,5
29,45019,14056,6
24,33127,13035,5
29,42779,12439,5
35,24031,10135,5
29,48540,16232,7
23,32929,10236,5
32,9932,2494,4
31,33937,13900,4
28,21488,6373,4
31,32558,11946,6
36,34945,13425,4
36,28788,9501,6
28,29677,10950,5
30,12601,4031,5
23,5778,2402,6
27,31821,11894,3
39,27697,7883,4
37,43663,15564,6
29,11429,3799,5
27,26144,9841,5
24,11060,4413,5
40,22260,5918,5
31,22574,7671,5
27,22796,7531,5
35,39521,14770,6
25,32573,9839,4
33,29765,9368,5
36,20096,9326,5
29,8562,2640,4
36,6611,2910,4
33,21754,7214,5
27,39252,16350,3
33,39780,11463,5
27,21394,9037,7
28,34781,12692,5
33,13887,3879,4
28,48543,15872,6
30,34387,12417,5
35,6460,2003,6
25,30988,13376,5
37,8507,3252,5
39,33542,6775,6
33,20622,7027,3
32,25391,7506,5
28,45960,18133,6
32,7382,2387,4
28,7780,2283,5
31,20198,5207,5
27,9605,3385,4
34,33889,12823,5
33,31080,12440,4
36,47850,17391,5
39,32699,11361,6
27,26857,11198,5
34,45167,15976,6
24,29476,10663,5
28,36563,9612,4
34,42701,11592,4
27,35154,13430,4
32,45507,14668,4
26,18897,7724,5
28,37688,14215,3
30,16448,6376,7
27,31497,10587,6
21,27742,8849,4
31,27357,10994,6
32,16132,5661,4
31,23312,6606,3
28,26915,11179,4
34,19895,6819,5
35,29172,10980,5
19,24268,9203,6
35,23087,8729,5
22,18729,5738,5
28,45509,18271,5
25,47433,17742,6
27,33638,11672,5
36,23245,8397,5
32,34307,13262,5
32,23781,8921,4
21,41049,14202,3
31,11212,3562,5
33,20432,6616,7
34,35373,10588,7
26,38613,14513,3
34,39562,9248,4
24,48973,20319,4
38,38001,10793,6
26,9518,3215,7
33,27862,8664,6
31,19816,7205,6
25,28467,8479,4
35,27620,11826,7
30,11281,3390,3
34,42624,17488,6
31,21086,6552,6
34,47010,15970,5
30,39242,13489,5
35,48998,16039,6
28,40982,10649,3
32,20162,6367,6
32,40137,17619,5
34,13860,5005,5
27,16106,6588,5
31,32198,13338,6
27,41032,16729,4
34,40437,13398,5
27,23299,6404,4
38,15542,5823,6
34,7174,3027,5
30,42229,14743,4
35,44779,16644,6
30,10504,2916,5
33,28078,8179,8
32,22820,7685,6
32,5458,1913,4
27,43262,18126,6
24,44232,17759,6
22,24345,8081,7
28,38366,15769,7
33,43090,17198,4
29,9608,4406,6
25,9787,3445,4
